BirdID	Year	Tarsus	Bill	Wing	Mass	Sex	Sex
147	2004	18.5	13.5	78	28.10000038	0	female
147	2005	18.70000076	13.60000038	77	26.79999924	0	female
147	2006	18.60000038	13.39999962	77	28.5	0	female
148	2004	17	13.5	77	29.5	0	female
148	2004	17.79999924	13.69999981	78	30.60000038	0	female
149	2006	18.5	13.80000019	77	26.5	0	female
149	2007	17.89999962	12.69999981	78	28.10000038	0	female
149	2007	17.89999962	12.39999962	78	26.10000038	0	female
149	2004	18.5	13.39999962	76	26.39999962	0	female
149	2004	18.5	13	77	31.5	0	female
149	2005	18.20000076	13.39999962	77	27.39999962	0	female
149	2005	18.20000076	13.30000019	76	26.20000076	0	female
149	2005	18.60000038	12.80000019	77	25.5	0	female
149	2007	18.5	13.30000019	78	26.20000076	0	female
150	2003	17.60000038	NA	73	28.75	0	female
150	2004	17.79999924	13.5	74	27.60000038	0	female
150	2005	18	13.19999981	74	28.5	0	female
150	2006	17.79999924	13.39999962	74	28.39999962	0	female
151	2006	18.70000076	12.80000019	76	31	0	female
151	2004	18.39999962	13	76	27.79999924	0	female
151	2004	18.5	13	77	30.20000076	0	female
151	2005	18.5	13.5	76	27.39999962	0	female
151	2005	18.70000076	13.89999962	77	26.79999924	0	female
151	2006	18.79999924	13.19999981	77	28.60000038	0	female
152	2003	16.39999962	NA	74	29	1	male
152	2003	NA	NA	NA	25	1	male
153	2003	18.70000076	NA	79	30	1	male
153	2004	19.20000076	13.80000019	80	30.39999962	1	male
153	2004	18.60000038	13.69999981	78	27.89999962	1	male
153	2004	19	13.89999962	80	28.5	1	male
153	2005	18.79999924	14.10000038	79	29	1	male
153	2005	18.79999924	13.60000038	80	28.70000076	1	male
154	2004	19	13.69999981	77	29.60000038	0	female
154	2004	19.29999924	13.30000019	78	27.89999962	0	female
154	2005	19.20000076	13.39999962	78	30.20000076	0	female
154	2005	19.5	13.60000038	78	28.5	0	female
155	2004	18.5	13.39999962	75	26.60000038	0	female
156	2004	18.5	13	77	26	0	female
156	2004	18.70000076	13	77	31	0	female
156	2004	19.10000038	13.60000038	77	28.39999962	0	female
156	2005	18.60000038	12.30000019	76	27.89999962	0	female
156	2005	19.10000038	12.5	77	28.79999924	0	female
157	2004	17.79999924	13.30000019	74	24.20000076	0	female
157	2004	17.79999924	13.19999981	75	23.79999924	0	female
157	2005	17.79999924	13.5	75	25	0	female
157	2005	18	13.19999981	75	23.39999962	0	female
158	2003	17.70000076	NA	79	28.25	1	male
158	2004	17.89999962	9.699999809	79	25.70000076	1	male
158	2004	NA	NA	NA	NA	1	male
159	2006	17.5	14.19999981	76	25.29999924	0	female
159	2006	17.5	14.39999962	76	25.5	0	female
159	2008	17.79999924	13.10000038	76	25.5	0	female
159	2009	17.29999924	13.5	76	27.5	0	female
159	2004	17.5	14	76	26	0	female
159	2004	17.89999962	13.5	76	30.10000038	0	female
160	2004	18.20000076	13.80000019	76	27	0	female
161	2006	17.89999962	13.10000038	77	26.20000076	0	female
161	2006	17.60000038	14.30000019	77	27.5	0	female
161	2004	17.79999924	13.69999981	77	25.60000038	0	female
161	2004	17.79999924	12.69999981	77	28.79999924	0	female
161	2004	18	13.19999981	78	26.79999924	0	female
161	2005	17.79999924	13.39999962	77	25	0	female
162	2003	19.29999924	NA	75	29	0	female
163	2003	18.60000038	NA	76	27.25	0	female
163	2004	18.39999962	13.69999981	75	29	0	female
163	2004	18	13.80000019	75	29	0	female
163	2004	18.39999962	13.5	78	27.70000076	0	female
164	2004	19.20000076	13	79	28.20000076	1	male
164	2004	19	13.5	80	28.10000038	1	male
165	2004	18.60000038	13.5	78	26.79999924	1	male
165	2004	18.70000076	13.10000038	80	29.39999962	1	male
165	2005	18.79999924	13.69999981	81	27	1	male
165	2006	19	13.89999962	80	28.29999924	1	male
166	2004	18.5	13.80000019	77	27.5	0	female
166	2004	19.39999962	13.19999981	78	26	0	female
166	2004	18.60000038	14	78	28.29999924	0	female
166	2004	19	13.30000019	79	25	0	female
167	2004	19.5	13.30000019	78	27.79999924	1	male
167	2007	19.20000076	14	81	27.39999962	1	male
168	2006	18.89999962	14.10000038	78	28.39999962	0	female
168	2004	19	14.5	78	27.20000076	0	female
168	2004	18.89999962	14.5	78	27.20000076	0	female
168	2004	18.89999962	14.5	75	28.20000076	0	female
168	2004	18.85000038	14.4000001	79	28.39999962	0	female
168	2005	19	14.39999962	79	31	0	female
169	2003	17.70000076	NA	77	33	1	male
169	2004	18.5	13.10000038	80	28	1	male
169	2004	18.20000076	13.10000038	80	28.39999962	1	male
170	2004	19	13.69999981	79	26.10000038	1	male
170	2004	18.79999924	13.19999981	80	26.79999924	1	male
170	2005	18.70000076	13	79	27.20000076	1	male
170	2005	18.79999924	13.30000019	80	26.5	1	male
171	2004	19.60000038	13.39999962	78	27.5	0	female
171	2005	20	13.60000038	80	27.79999924	0	female
171	2006	19.79999924	13.30000019	79	29.10000038	0	female
172	2006	18.79999924	14.60000038	79	30	1	male
172	2004	19.20000076	13.69999981	79	28.89999962	1	male
172	2005	18.89999962	14.10000038	78	30.20000076	1	male
172	2005	NA	NA	NA	NA	1	male
172	2005	19	13.80000019	80	28.89999962	1	male
172	2006	18.5	14.10000038	79	30.39999962	1	male
172	2007	19.20000076	14	79	26	1	male
173	2004	20	13.80000019	76	27.39999962	0	female
173	2004	19.5	14.30000019	76	28	0	female
173	2004	19.5	14.19999981	76	29.79999924	0	female
173	2004	19.70000076	14.60000038	76	29.10000038	0	female
173	2005	19.60000038	14	77	28.79999924	0	female
173	2005	19.39999962	14	76	27.79999924	0	female
174	2004	18.20000076	13.30000019	75	26.89999962	0	female
174	2004	18.29999924	13.19999981	75.5	26.80000019	0	female
174	2005	18.20000076	14.10000038	76	27.79999924	0	female
174	2005	18.20000076	13.30000019	75	29.20000076	0	female
174	2006	18.20000076	14.60000038	76	29.5	0	female
175	2003	19.10000038	NA	76	30.75	1	male
175	2004	19.29999924	13.19999981	75	26.5	1	male
175	2004	19.5	12.80000019	76	26.89999962	1	male
175	2004	19	13.39999962	75	28	1	male
175	2005	19.29999924	13.19999981	78	29.20000076	1	male
175	2005	19.39999962	13	77	30	1	male
176	2003	17.29999924	NA	NA	23.5	0	female
177	2004	18	13.19999981	76	27	0	female
177	2004	18.10000038	13	76	26.89999962	0	female
178	2004	18.79999924	13.19999981	80	28.89999962	1	male
178	2004	18.89999962	12.80000019	82	28.20000076	1	male
178	2005	18.60000038	13.19999981	81	29.5	1	male
178	2005	19	13.19999981	81	27.20000076	1	male
179	2003	18.29999924	NA	71	31.25	0	female
179	2003	18.20000076	NA	71	28	0	female
179	2003	NA	NA	NA	28	0	female
180	2004	18.60000038	13.39999962	76	28.20000076	1	male
180	2004	18.60000038	12.89999962	77	NA	1	male
181	2006	17.79999924	14.19999981	79	26.39999962	0	female
181	2005	18.20000076	14.5	80	29.20000076	0	female
181	2005	18	14.39999962	79	28.39999962	0	female
181	2005	18	13.60000038	80	28.39999962	0	female
182	2004	18.89999962	13.5	77	27.70000076	0	female
182	2004	18.5	13.10000038	77	29.5	0	female
182	2004	18.60000038	13.60000038	76	27	0	female
182	2004	18.70000076	13.69999981	78	26.60000038	0	female
182	2005	18.5	13.69999981	79	27.20000076	0	female
183	2003	18.89999962	NA	74	30	1	male
183	2004	19.10000038	13.19999981	78	25	1	male
183	2004	18.89999962	12.69999981	79	26.79999924	1	male
183	2004	18.79999924	13.19999981	80	28.20000076	1	male
183	2005	19.10000038	13.19999981	80	26.39999962	1	male
184	2004	19.10000038	12	76	24.70000076	0	female
184	2004	18.79999924	12.19999981	76	25.89999962	0	female
184	2005	19	12.19999981	76	26.60000038	0	female
184	2006	18.89999962	12.60000038	76	27.20000076	0	female
185	2004	17.70000076	13	76	26.79999924	0	female
185	2004	17.70000076	13	76	26.79999924	0	female
186	2004	18.79999924	13.60000038	76	25.20000076	0	female
186	2004	18.5	13.5	76	27.5	0	female
186	2004	18.5	13	76	27.39999962	0	female
187	2003	18.60000038	NA	74	28.5	0	female
187	2004	18.70000076	13	77	29.29999924	0	female
187	2004	18.5	13.80000019	77	27.60000038	0	female
187	2004	18.79999924	13	78	29.5	0	female
187	2005	18.79999924	13	78	29.29999924	0	female
187	2005	19	13.5	78	27.60000038	0	female
188	2004	18.5	12.80000019	77	25.20000076	0	female
188	2004	18.39999962	13.30000019	76	25.79999924	0	female
189	2004	19.10000038	14	77	27.70000076	0	female
189	2004	18.60000038	13.5	76	30.20000076	0	female
189	2004	19.20000076	13	78	26.20000076	0	female
190	2004	18.39999962	13	77	26.5	1	male
191	2003	20.10000038	NA	76	30	1	male
191	2004	19.39999962	13.60000038	79	28.79999924	1	male
191	2004	19.89999962	13	81	29.60000038	1	male
191	2006	20	13.5	80	28.79999924	1	male
191	2007	19.70000076	13.89999962	80	27.10000038	1	male
192	2003	NA	NA	NA	27.5	1	male
192	2003	17.29999924	NA	80	27	1	male
192	2004	17.20000076	13	80	26	1	male
193	2006	19.70000076	14.10000038	77	28.39999962	0	female
193	2006	19.5	14	77	27	0	female
193	2004	20.10000038	14	77	28.20000076	0	female
193	2004	19.89999962	14	78	27.79999924	0	female
193	2005	19.5	14.30000019	78	30	0	female
194	2003	19.5	NA	72	31	0	female
194	2003	19.70000076	NA	74	31.25	0	female
194	2004	19.70000076	14.30000019	74	28.70000076	0	female
195	2003	NA	NA	NA	29.5	1	male
195	2003	19	NA	75	NA	1	male
195	2003	19.39999962	NA	78	29.75	1	male
195	2004	19.20000076	12.5	79	27	1	male
196	2004	19	13.10000038	80	27.29999924	1	male
196	2005	18.89999962	13.30000019	81	27.79999924	1	male
196	2006	19	13.69999981	81	27.39999962	1	male
197	2004	17.5	13.10000038	78	26.60000038	1	male
197	2005	17.60000038	13.5	79	26.20000076	1	male
197	2007	17.29999924	14.5	79	26.39999962	1	male
198	2004	19.5	13.10000038	79	29.10000038	0	female
198	2005	19.60000038	13.69999981	78	27.39999962	0	female
198	2005	19.89999962	13.19999981	79	29.39999962	0	female
199	2004	18.10000038	13.60000038	81	31.5	1	male
200	2004	18	NA	60	22.89999962	0	female
200	2004	18.29999924	12.60000038	78	29.20000076	0	female
201	2004	18.60000038	13.69999981	78	29.39999962	0	female
202	2004	18.20000076	14.19999981	78	28.60000038	1	male
202	2005	18.10000038	15	76	29.89999962	1	male
202	2005	18.60000038	14.5	79	29.5	1	male
202	2005	18.60000038	14.30000019	79	29.60000038	1	male
203	2004	18.5	13.19999981	80	29.10000038	1	male
204	2004	18.39999962	14.19999981	78	29.5	0	female
205	2004	18	13	78	30	0	female
205	2005	17.89999962	13.10000038	77	28.10000038	0	female
205	2005	18.29999924	13.5	78	26.79999924	0	female
206	2006	19.39999962	13.60000038	79	28.10000038	1	male
206	2004	19.60000038	13.69999981	79	29.79999924	1	male
206	2005	NA	NA	79	23.79999924	1	male
206	2005	19.39999962	13.5	77	28.39999962	1	male
206	2005	19.70000076	13.69999981	79	27.39999962	1	male
207	2006	17.79999924	13.39999962	78	23.5	0	female
207	2004	17.70000076	12.39999962	78	28.60000038	0	female
207	2005	17.79999924	13.19999981	78	24.60000038	0	female
207	2005	18	13.10000038	79	24.5	0	female
207	2007	17.89999962	13	79	27	0	female
208	2004	17.5	13.5	77	25.60000038	0	female
209	2004	19	13.5	81	30	1	male
209	2005	19	13.69999981	81	28.39999962	1	male
209	2006	18.89999962	13.89999962	81	24.70000076	1	male
210	2006	19.10000038	13.19999981	81	31.10000038	1	male
210	2004	19.5	13.10000038	81	31.89999962	1	male
210	2005	19.20000076	13.60000038	81	29	1	male
211	2004	17.70000076	12.5	78	26.10000038	1	male
211	2005	17.70000076	13.30000019	78	28.20000076	1	male
211	2005	NA	NA	NA	NA	1	male
212	2004	18.70000076	12.60000038	79	28.20000076	1	male
213	2004	17.79999924	12.89999962	75	27.79999924	0	female
214	2004	17.29999924	12.80000019	76	23.5	0	female
214	2005	17.20000076	13.30000019	77	25.5	0	female
214	2006	17.20000076	12.5	76	25.10000038	0	female
215	2004	17.89999962	13.10000038	78	27.39999962	1	male
216	2004	17	12.80000019	78	24.39999962	0	female
217	2004	18.70000076	12.80000019	77	29.20000076	0	female
217	2005	NA	NA	77	26.89999962	0	female
217	2005	18.20000076	13	78	29.5	0	female
218	2004	17.70000076	13.60000038	76	25.20000076	0	female
218	2005	17.79999924	14.39999962	75	25	0	female
219	2006	19	13.30000019	79	29.29999924	1	male
219	2004	18.79999924	13	78	28.20000076	1	male
219	2005	NA	NA	79	28.70000076	1	male
220	2004	19	12.10000038	77	24	0	female
221	2004	18.10000038	13.80000019	78	32	0	female
221	2005	18.10000038	13	75	26.79999924	0	female
221	2005	18.5	13.19999981	77	25.39999962	0	female
222	2004	17.79999924	12.19999981	78	27.20000076	1	male
223	2004	19.39999962	13.39999962	79	33.70000076	0	female
223	2005	19.5	13	79	29.79999924	0	female
223	2006	19.29999924	13.60000038	80	36.20000076	0	female
224	2007	19.29999924	12.80000019	78	NA	1	male
224	2007	18.89999962	12.19999981	80	26.60000038	1	male
224	2004	19.29999924	12.30000019	79	27.5	1	male
224	2005	19	12.10000038	80	27.20000076	1	male
224	2007	19.29999924	12	80	25.39999962	1	male
225	2004	18.5	12.80000019	77	27.89999962	0	female
225	2005	18.39999962	13.5	76	28.39999962	0	female
226	2004	19.5	13.30000019	79	28.5	1	male
226	2005	20	13	80	27.60000038	1	male
227	2005	18.5	13.60000038	77	26.20000076	0	female
228	2004	18	13.19999981	79	24.79999924	1	male
228	2005	18.20000076	13	79	25.20000076	1	male
228	2005	18.20000076	12.69999981	80	26.20000076	1	male
229	2004	18.5	12.89999962	75	24.79999924	0	female
229	2005	18	12.80000019	74	23.79999924	0	female
230	2004	19.10000038	13.10000038	80	30	1	male
231	2004	18.20000076	13.69999981	78	26.60000038	1	male
232	2006	18.89999962	12.30000019	76	29.20000076	0	female
232	2004	18.5	12.39999962	77	26	0	female
232	2005	NA	NA	NA	NA	0	female
232	2005	18.5	12.80000019	78	28.39999962	0	female
233	2004	18.70000076	12.80000019	78	31	0	female
234	2004	17.5	13.69999981	78	NA	1	male
234	2005	17.79999924	13.89999962	79	28.39999962	1	male
235	2004	18.89999962	12	80	22.70000076	1	male
236	2005	19.5	13	78	27.20000076	1	male
236	2005	19.79999924	13	79	28.5	1	male
237	2004	18.60000038	12.60000038	75	24.20000076	0	female
237	2005	19	13.19999981	75	27.20000076	0	female
238	2004	18.89999962	13.5	81	32.5	1	male
238	2005	NA	NA	82	29.5	1	male
239	2004	18	12	77	23.79999924	1	male
240	2004	19	14.10000038	80	27.79999924	1	male
240	2005	18.5	14	81	29.79999924	1	male
241	2004	18.79999924	13.69999981	77	26.39999962	1	male
241	2005	19	13.19999981	77	26.5	1	male
241	2005	18.70000076	13.30000019	77	26.60000038	1	male
241	2005	19.10000038	13.30000019	78	26	1	male
242	2004	18.79999924	13.30000019	79	29	1	male
243	2004	18	11.80000019	74	24.70000076	0	female
243	2005	17.5	12.10000038	75	25.10000038	0	female
243	2005	17.5	12.30000019	74	25	0	female
244	2006	NA	NA	NA	29.20000076	1	male
244	2006	17.5	13.39999962	77	27.29999924	1	male
244	2004	17.5	12.39999962	76	26.5	1	male
244	2005	17.20000076	13.30000019	73	27.39999962	1	male
245	2004	19.5	12.5	80	30.79999924	1	male
245	2005	19.5	13.30000019	81	31.5	1	male
245	2006	19.5	13.30000019	81	29.29999924	1	male
246	2004	17.29999924	12.69999981	76	25	1	male
247	2004	NA	NA	NA	29.20000076	0	female
248	2004	NA	NA	NA	23.5	0	female
248	2004	18	13	77	25.20000076	0	female
249	2004	NA	NA	NA	29.39999962	1	male
250	2004	NA	NA	NA	26.20000076	0	female
250	2004	18.20000076	13	75	28.79999924	0	female
251	2004	NA	NA	NA	27.79999924	1	male
251	2004	17.5	13	79	31.5	1	male
252	2007	18.89999962	12.69999981	76	25.70000076	0	female
252	2008	19.60000038	14	75	26.70000076	0	female
252	2008	18.5	13.5	75	26.70000076	0	female
252	2004	NA	NA	NA	28.5	0	female
252	2004	18.89999962	13	76	27.29999924	0	female
252	2005	18.70000076	13.39999962	74	26.10000038	0	female
252	2005	19	13.19999981	75	29.79999924	0	female
252	2006	18.70000076	13.5	NA	28.60000038	0	female
252	2007	19	12.80000019	76	26.5	0	female
253	2004	NA	NA	NA	25.10000038	0	female
254	2004	NA	NA	NA	30.39999962	1	male
254	2004	19.70000076	13.10000038	81	34	1	male
255	2004	NA	NA	NA	25.5	0	female
255	2005	18.39999962	14	76	26.10000038	0	female
255	2005	18.5	13.89999962	77	26.20000076	0	female
256	2004	NA	NA	NA	31.20000076	0	female
257	2004	NA	NA	NA	29	1	male
257	2004	17.5	13.19999981	78	27.5	1	male
258	2004	NA	NA	NA	25.79999924	0	female
259	2004	NA	NA	NA	27.60000038	1	male
259	2005	18.10000038	14.5	80	28	1	male
260	2004	NA	NA	NA	25.5	0	female
261	2004	NA	NA	NA	29.20000076	0	female
261	2005	18.5	13.5	78	27.39999962	0	female
262	2004	NA	NA	NA	27.20000076	1	male
263	2004	NA	NA	NA	25.60000038	0	female
264	2004	NA	NA	NA	22.60000038	1	male
265	2004	NA	NA	NA	29.60000038	1	male
265	2005	19.20000076	13.5	80	NA	1	male
266	2006	17.20000076	12.10000038	77	25.70000076	1	male
266	2005	17.29999924	NA	72	26.20000076	1	male
267	2005	17.5	NA	75	23.39999962	0	female
267	2005	17.5	NA	73	23	0	female
267	2005	17.39999962	NA	74	25.39999962	0	female
268	2005	17.20000076	NA	75	25.60000038	0	female
269	2005	17	NA	73	25.60000038	0	female
269	2005	17	NA	73	26.60000038	0	female
270	2005	18.10000038	13.30000019	76	26.39999962	0	female
271	2005	18.89999962	NA	75	25.20000076	1	male
271	2005	18.39999962	NA	76	27.89999962	1	male
272	2005	18.89999962	NA	78	29.60000038	1	male
273	2006	18.60000038	12.89999962	78	29.79999924	1	male
273	2005	19.10000038	NA	75	28.20000076	1	male
273	2005	19.5	13.30000019	80	30	1	male
273	2007	19.5	12.89999962	79	28.70000076	1	male
274	2005	18.29999924	NA	73	26.39999962	1	male
274	2005	NA	NA	NA	NA	1	male
274	2005	18.5	13	78	26.60000038	1	male
275	2005	18	NA	76	27.89999962	1	male
276	2005	16.89999962	NA	75	25.39999962	0	female
277	2006	16	13	77	26.20000076	0	female
277	2006	16.20000076	12.89999962	74	26.5	0	female
277	2007	16.79999924	12.10000038	76	23.89999962	0	female
277	2005	16	NA	72	23.20000076	0	female
277	2005	16.39999962	13.19999981	77	25.5	0	female
278	2006	16.79999924	13.19999981	74	24.39999962	0	female
278	2005	17	NA	72	23.79999924	0	female
278	2005	16.89999962	12.60000038	75	25.39999962	0	female
279	2005	15.89999962	NA	69	23.5	0	female
280	2006	17	13.19999981	78	25.60000038	1	male
280	2007	17.5	13.39999962	78	26.5	1	male
281	2005	16.89999962	NA	71	NA	0	female
282	2006	16.60000038	14.10000038	77	24	1	male
282	2005	17	NA	70	22.79999924	1	male
282	2005	16.89999962	NA	72	26.60000038	1	male
283	2005	19.5	NA	75	28.79999924	0	female
283	2005	NA	NA	78	30	0	female
283	2005	19.29999924	13.69999981	77	33.40000153	0	female
284	2005	17.5	NA	74	30.20000076	0	female
285	2006	18.5	13.19999981	80	31.5	1	male
285	2007	19	13.30000019	79	NA	1	male
285	2005	18.5	NA	75	28.60000038	1	male
285	2005	18.70000076	13	79	28.20000076	1	male
285	2006	18.79999924	13.69999981	80	28.5	1	male
286	2005	NA	NA	80	27.39999962	0	female
286	2005	NA	NA	NA	NA	0	female
286	2005	17.79999924	13	76	28.5	0	female
287	2005	18.70000076	NA	75	28	1	male
288	2005	18	13.30000019	75	25.5	0	female
288	2006	18	14	75	24.60000038	0	female
289	2006	16.60000038	13.69999981	78	23.39999962	1	male
289	2005	16.70000076	NA	74	23.29999924	1	male
289	2005	16.70000076	NA	75	NA	1	male
289	2005	NA	NA	78	23.39999962	1	male
289	2005	17.10000038	13	78	24.20000076	1	male
290	2005	17.60000038	NA	73	25.5	0	female
290	2005	17.5	NA	72	25	0	female
291	2005	17.39999962	13.80000019	78	27.29999924	1	male
292	2005	17.55000019	NA	71.5	24.80000019	0	female
293	2006	19.20000076	13.10000038	80	27.20000076	1	male
293	2005	19.10000038	NA	77	28.39999962	1	male
293	2005	19.10000038	NA	77	NA	1	male
294	2005	17	NA	71	25.60000038	0	female
294	2005	17.39999962	12.39999962	74	24.39999962	0	female
295	2005	17	NA	70	25.79999924	0	female
295	2005	17	NA	72	27.39999962	0	female
296	2005	16	NA	72	24.79999924	1	male
296	2005	NA	NA	78	26.89999962	1	male
296	2005	16.20000076	13.39999962	79	25.5	1	male
297	2005	16.39999962	NA	71	24.79999924	1	male
297	2005	NA	NA	NA	NA	1	male
297	2005	16.89999962	13	77	23.5	1	male
298	2005	16.5	NA	66	18.89999962	0	female
299	2005	19	NA	75	27.79999924	0	female
300	2006	18.79999924	13.39999962	79	30.29999924	1	male
300	2005	18.89999962	NA	76	26.70000076	1	male
300	2005	18.5	NA	77	28	1	male
300	2005	18.29999924	NA	77	NA	1	male
300	2005	NA	NA	80	28.5	1	male
300	2005	18.79999924	13.30000019	81	27.39999962	1	male
300	2006	18.79999924	13.5	80	27.89999962	1	male
300	2007	18.5	13.69999981	81	28.20000076	1	male
301	2005	18	NA	75	29.20000076	0	female
301	2005	18	13.5	76	30.70000076	0	female
302	2005	18.5	NA	77	28.10000038	1	male
302	2005	19	13	80	26.70000076	1	male
303	2005	18.5	NA	79	26	1	male
303	2006	NA	13.10000038	80	NA	1	male
304	2005	17.20000076	NA	77	26.39999962	1	male
304	2005	17	13.10000038	80	26.20000076	1	male
305	2005	18	NA	74	26	0	female
305	2005	18	NA	74	24	0	female
306	2005	17.29999924	NA	67	18.60000038	1	male
307	2006	15.80000019	13.39999962	73	24.39999962	0	female
307	2005	15.80000019	13	74	24.70000076	0	female
308	2005	15.80000019	NA	74	25.20000076	0	female
308	2005	16	13.69999981	77	25.79999924	0	female
309	2005	17.60000038	NA	75	26.60000038	1	male
309	2005	18	13.39999962	79	27.20000076	1	male
310	2005	18.29999924	NA	72	NA	0	female
311	2005	16.5	NA	73	24.60000038	0	female
311	2005	16.89999962	13	75	25.39999962	0	female
312	2005	19	NA	75	31	0	female
313	2005	18.20000076	12.5	77	25.5	0	female
314	2005	18.89999962	NA	76	28.79999924	1	male
315	2005	17.79999924	NA	77	25.20000076	1	male
315	2005	18	13	80	28.20000076	1	male
316	2005	18.5	NA	76	30.5	1	male
316	2005	18.5	12.30000019	79	32	1	male
317	2006	18.10000038	13	76	27.79999924	0	female
317	2005	18	NA	74	29.39999962	0	female
317	2005	18.29999924	12.80000019	77	29.20000076	0	female
317	2007	18.20000076	12.69999981	77	30.79999924	0	female
318	2005	18.39999962	NA	72	27.20000076	0	female
319	2005	17	NA	75	23.89999962	1	male
320	2006	19	13.60000038	76	28.29999924	0	female
320	2005	19	NA	74	27.10000038	0	female
320	2005	19.29999924	13.30000019	77	27.89999962	0	female
321	2005	20	NA	74	29.70000076	0	female
322	2005	17.79999924	NA	75	26.5	1	male
322	2005	17.60000038	12.69999981	80	28.5	1	male
323	2006	18.5	12.5	78	25.60000038	1	male
323	2005	18.39999962	12.39999962	78	27	1	male
323	2007	18.29999924	13	79	26.89999962	1	male
324	2005	19.89999962	NA	78	30.5	1	male
324	2005	19.89999962	12.30000019	80	29.39999962	1	male
325	2005	19.29999924	NA	77	31.20000076	1	male
326	2005	20	NA	77	30.39999962	1	male
326	2005	20.10000038	13	80	29.20000076	1	male
327	2005	18.39999962	NA	70	27.39999962	1	male
327	2005	18.79999924	13.80000019	79	27.20000076	1	male
328	2005	18.5	NA	75	27.60000038	1	male
328	2005	18.5	13.30000019	80	29.60000038	1	male
329	2005	18	NA	74	25.89999962	1	male
329	2005	18.29999924	13.60000038	79	27.79999924	1	male
330	2005	19.20000076	14	83	29.5	1	male
331	2006	19.20000076	13.69999981	77	28.60000038	0	female
331	2005	19.5	13.39999962	78	28.5	0	female
331	2006	19.70000076	13.5	77	29.10000038	0	female
332	2006	19.20000076	14	77	26.79999924	0	female
332	2005	19	NA	76	28.79999924	0	female
332	2005	NA	NA	77	29.89999962	0	female
332	2005	19.10000038	13.10000038	78	27.39999962	0	female
332	2007	19.5	13.30000019	77	30.79999924	0	female
333	2005	18.70000076	NA	76	28.5	1	male
334	2005	18.89999962	NA	75	29.39999962	1	male
335	2005	17.29999924	NA	71	26	1	male
336	2005	19	NA	78	28.60000038	1	male
337	2005	18.89999962	NA	78	26.5	0	female
338	2005	19.39999962	NA	76	27.10000038	0	female
338	2005	19.79999924	13.5	79	28.39999962	0	female
339	2005	19	NA	77	28.39999962	1	male
339	2005	19.10000038	13.39999962	80	28.60000038	1	male
340	2006	18.39999962	13.19999981	79	26.60000038	1	male
340	2005	18.39999962	NA	76	25.70000076	1	male
340	2005	18.70000076	13.10000038	79	27.20000076	1	male
341	2005	18.39999962	NA	62	22.20000076	0	female
342	2005	18.79999924	13.5	76	28	1	male
343	2005	18.79999924	NA	76	27.39999962	1	male
344	2005	18.79999924	NA	73	24.5	0	female
345	2005	19.5	NA	70	30	0	female
346	2005	18.39999962	NA	75	27.79999924	1	male
346	2005	18.60000038	13	78	28.5	1	male
347	2005	19	NA	75	25.79999924	1	male
347	2005	19.39999962	13.19999981	79	28.5	1	male
348	2006	19	13.89999962	79	30.79999924	0	female
348	2005	18.79999924	NA	76	27.79999924	0	female
348	2005	18.70000076	13.80000019	79	31.39999962	0	female
349	2005	18.79999924	14	77	31.20000076	0	female
350	2005	18.60000038	NA	77	30.89999962	0	female
351	2005	18.5	13	79	28	1	male
352	2005	19.39999962	NA	75	30.89999962	0	female
352	2005	19.5	13	76	27	0	female
353	2005	18.79999924	13.5	80	31.5	1	male
354	2005	19.20000076	13.39999962	77	29.89999962	0	female
355	2007	18.89999962	12.60000038	78	26.39999962	1	male
355	2008	18.70000076	13.39999962	77	26.39999962	1	male
355	2009	18.79999924	13	78	25.89999962	1	male
355	2009	18.79999924	13.89999962	77	26.89999962	1	male
355	2005	18.79999924	NA	73	26.10000038	1	male
355	2005	18.79999924	12.5	78	27.79999924	1	male
355	2006	19	13	77	25.70000076	1	male
356	2005	NA	NA	NA	NA	1	male
356	2005	19.39999962	13.19999981	81	28.79999924	1	male
357	2005	NA	NA	NA	NA	0	female
357	2005	19.5	13.5	78	26.60000038	0	female
358	2005	19.79999924	13.10000038	82	29.39999962	1	male
358	2005	19.89999962	13.10000038	82	27.5	1	male
359	2005	18.29999924	NA	74	NA	0	female
360	2005	17.60000038	12.69999981	80	27.5	1	male
361	2005	17.39999962	13	78	24.79999924	0	female
362	2005	18.39999962	13.30000019	78	27.39999962	1	male
363	2007	19.70000076	12.60000038	80	NA	1	male
363	2007	19.79999924	13.39999962	80	24.89999962	1	male
363	2009	19.89999962	13.60000038	81	26.89999962	1	male
363	2005	19.70000076	13.5	80	26.89999962	1	male
363	2005	19.79999924	NA	NA	28.60000038	1	male
363	2007	19.70000076	14	81	NA	1	male
364	2005	18.89999962	13	79	27	1	male
364	2006	18.60000038	13.19999981	79	26.79999924	1	male
365	2006	18.10000038	13.60000038	77	25.70000076	0	female
365	2005	18.20000076	13.80000019	77	27.5	0	female
366	2006	19.5	14	77	29.60000038	0	female
366	2007	20	13.69999981	79	35.79999924	0	female
367	2006	18.20000076	13.80000019	77	26.60000038	1	male
367	2005	18.5	13.60000038	79	29.60000038	1	male
368	2005	20.29999924	NA	77	33	1	male
368	2005	20.10000038	13.69999981	80	30.79999924	1	male
369	2005	19.70000076	13.60000038	79	29.60000038	0	female
370	2005	18.5	13	78	29.70000076	1	male
371	2006	18.20000076	12.69999981	76	24.5	0	female
371	2005	19	12.19999981	77	26.39999962	0	female
